"venuename","Bends","popAvg","barrier_bin","margfin","sample","barrier_margadj"
"Coonabarabran",1,3.890273556231,"1-3",3.20373831775701,107,-0.686535238473994
"Coonabarabran",1,3.890273556231,"4-6",4.02330097087379,103,0.133027414642783
"Coonabarabran",1,3.890273556231,"7+",4.57431693989071,183,0.684043383659708
"Coonamble",1,4.37530864197531,"1-3",4.0156,250,-0.359708641975309
"Coonamble",1,4.37530864197531,"4-6",4.12723577235772,246,-0.248072869617586
"Coonamble",1,4.37530864197531,"7+",4.52679425837321,418,0.151485616397897
"Cootamundra",1,3.31024590163934,"1-3",2.9296875,128,-0.380558401639344
"Cootamundra",1,3.31024590163934,"4-6",3.50873786407767,103,0.198491962438326
"Cootamundra",1,3.31024590163934,"7+",3.63595505617978,89,0.325709154540431
"Corowa",1,4.10610236220472,"1-3",3.32232558139535,215,-0.783776780809376
"Corowa",1,4.10610236220472,"4-6",3.8005,200,-0.305602362204725
"Corowa",1,4.10610236220472,"7+",4.62420091324201,219,0.518098551037284
"Cowra",1,3.45369649805447,"1-3",3.27326732673267,202,-0.180429171321801
"Cowra",1,3.45369649805447,"4-6",3.73248730964467,197,0.278790811590195
"Cowra",1,3.45369649805447,"7+",3.76943396226415,265,0.315737464209676
"Cranbourne",1,3.56182266009852,"1-3",3.36909604519774,1770,-0.192726614900782
"Cranbourne",1,3.56182266009852,"4-6",3.56754285714286,1750,0.0057201970443348
"Cranbourne",1,3.56182266009852,"7+",3.80784518828452,1912,0.246022528185997
"Dalby",1,3.4301011302796,"1-3",3.51948424068768,698,0.0893831104080833
"Dalby",1,3.4301011302796,"4-6",3.39100145137881,689,-0.0390996789007856
"Dalby",1,3.4301011302796,"7+",3.51403286978508,791,0.0839317395054864
"Donald",1,3.68109090909091,"1-3",3.73701923076923,416,0.055928321678322
"Donald",1,3.68109090909091,"4-6",3.61966426858513,417,-0.0614266405057773
"Donald",1,3.68109090909091,"7+",3.70204429301533,587,0.0209533839244234
"Doomben",1,3.56572982774252,"1-3",3.12469609724888,3126,-0.44103373049364
"Doomben",1,3.56572982774252,"4-6",3.59302479338843,3025,0.0272949656459094
"Doomben",1,3.56572982774252,"7+",3.94818204303735,4043,0.382452215294828
"Dubbo",1,4.04324604614986,"1-3",3.89162790697674,1075,-0.151618139173113
"Dubbo",1,4.04324604614986,"4-6",4.0368320610687,1048,-0.00641398508115465
"Dubbo",1,4.04324604614986,"7+",4.12156862745098,1989,0.0783225813011228
"Eagle Farm",1,3.53508771929825,"1-3",3.42335976928623,1387,-0.111727950012016
"Eagle Farm",1,3.53508771929825,"4-6",3.57534646243618,1371,0.0402587431379322
"Eagle Farm",1,3.53508771929825,"7+",3.76678476527901,2258,0.231697045980762
"Echuca",1,3.7578437132785,"1-3",3.54991610738255,596,-0.207927605895946
"Echuca",1,3.7578437132785,"4-6",3.62741935483871,558,-0.130424358439786
"Echuca",1,3.7578437132785,"7+",4.05200486026731,823,0.294161146988818
"Edenhope",1,4.01082802547771,"1-3",2.8948275862069,58,-1.11600043927081
"Edenhope",1,4.01082802547771,"4-6",4.45254237288136,59,0.441714347403649
"Edenhope",1,4.01082802547771,"7+",4.69565217391304,69,0.684824148435337
"Fannie Bay",1,3.95794520547945,"1-3",3.70066666666667,1200,-0.257278538812785
"Fannie Bay",1,3.95794520547945,"4-6",3.99236430542778,1087,0.0344190999483307
"Fannie Bay",1,3.95794520547945,"7+",4.34763271162123,697,0.389687506141782
"Flemington",1,3.65610635421361,"1-3",3.44601648351648,1456,-0.210089870697126
"Flemington",1,3.65610635421361,"4-6",3.5552033080634,1451,-0.100903046150205
"Flemington",1,3.65610635421361,"7+",3.82122342409549,2681,0.165117069881877
"Forbes",1,3.68931297709924,"1-3",3.29347826086957,138,-0.395834716229671
"Forbes",1,3.68931297709924,"4-6",3.69931034482759,145,0.00999736772834936
"Forbes",1,3.68931297709924,"7+",3.79144385026738,187,0.102130873168143
"Gatton",1,3.60962309542903,"1-3",3.18466257668712,489,-0.424960518741913
"Gatton",1,3.60962309542903,"4-6",3.63512931034483,464,0.0255062149157981
"Gatton",1,3.60962309542903,"7+",4.16790352504638,539,0.558280429617353
"Gawler",1,3.61306220095694,"1-3",3.50392817059484,891,-0.109134030362101
"Gawler",1,3.61306220095694,"4-6",3.54907834101382,868,-0.0639838599431131
"Gawler",1,3.61306220095694,"7+",3.84171180931744,923,0.228649608360505
"Geelong",1,3.5668527769615,"1-3",3.46178010471204,1337,-0.105072672249463
"Geelong",1,3.5668527769615,"4-6",3.4706373292868,1318,-0.0962154476747061
"Geelong",1,3.5668527769615,"7+",3.69577380952381,1680,0.128921032562305
"Geraldton",1,3.65687126561651,"1-3",3.54667630057803,1384,-0.110194965038478
"Geraldton",1,3.65687126561651,"4-6",3.57835051546392,1358,-0.0785207501525949
"Geraldton",1,3.65687126561651,"7+",3.85218060543869,1949,0.195309339822174
"Gilgandra",1,3.73168,"1-3",3.7046511627907,258,-0.0270288372093024
"Gilgandra",1,3.73168,"4-6",3.52325581395349,258,-0.208424186046511
"Gilgandra",1,3.73168,"7+",4.08224043715847,366,0.35056043715847
"Gold Coast",1,3.4691416893733,"1-3",3.39245852187029,663,-0.0766831675030106
"Gold Coast",1,3.4691416893733,"4-6",3.39241486068111,646,-0.0767268286921827
"Gold Coast",1,3.4691416893733,"7+",3.73067092651757,626,0.261529237144275
"Gosford",1,3.25840900835452,"1-3",3.2,1292,-0.0584090083545221
"Gosford",1,3.25840900835452,"4-6",3.12475884244373,1244,-0.133650165910792
"Gosford",1,3.25840900835452,"7+",3.71886597938144,970,0.460456971026921
"Goulburn",1,3.56483328583642,"1-3",3.48940936863544,1473,-0.0754239172009825
"Goulburn",1,3.56483328583642,"4-6",3.49456671251719,1454,-0.0702665733192265
"Goulburn",1,3.56483328583642,"7+",3.84548825710754,1618,0.28065497127112
"Grafton",1,3.70750642673522,"1-3",3.50340364333653,2086,-0.204102783398689
"Grafton",1,3.70750642673522,"4-6",3.53864942528736,2088,-0.168857001447862
"Grafton",1,3.70750642673522,"7+",3.94592119866815,3604,0.238414771932928
"Griffith",1,3.729375,"1-3",3.51320754716981,53,-0.216167452830189
"Griffith",1,3.729375,"4-6",3.96166666666667,60,0.232291666666666
"Griffith",1,3.729375,"7+",3.70625,80,-0.0231250000000003
"Gundagai",1,3.69813581890812,"1-3",4.00509803921569,255,0.306962220307564
"Gundagai",1,3.69813581890812,"4-6",3.59777777777778,270,-0.100358041130344
"Gundagai",1,3.69813581890812,"7+",3.60769230769231,390,-0.0904435112158146
"Gunnedah",1,4.25780445969125,"1-3",3.74974874371859,199,-0.50805571597266
"Gunnedah",1,4.25780445969125,"4-6",4.25221674876847,203,-0.00558771092277954
"Gunnedah",1,4.25780445969125,"7+",4.43965014577259,343,0.181845686081342
"Hamilton",1,3.57508561643836,"1-3",3.79241192411924,369,0.217326307680885
"Hamilton",1,3.57508561643836,"4-6",3.30544959128065,367,-0.269636025157702
"Hamilton",1,3.57508561643836,"7+",3.72811387900356,562,0.153028262565203
"Hanging Rock",1,3.51864406779661,"1-3",2.818,50,-0.70064406779661
"Hanging Rock",1,3.51864406779661,"4-6",3.79565217391304,46,0.277008106116433
"Hanging Rock",1,3.51864406779661,"7+",4.46530612244898,49,0.94666205465237
"Hawkesbury",1,3.39807866184448,"1-3",3.31701814615007,2039,-0.0810605156944111
"Hawkesbury",1,3.39807866184448,"4-6",3.20896907216495,1940,-0.189109589679536
"Hawkesbury",1,3.39807866184448,"7+",3.74092126405999,1867,0.342842602215505
"Hobart",1,3.29230182926829,"1-3",3.35986394557823,588,0.0675621163099382
"Hobart",1,3.29230182926829,"4-6",3.46920353982301,565,0.176901710554716
"Hobart",1,3.29230182926829,"7+",3.37495826377295,599,0.0826564345046621
"Inverell",1,3.7276404494382,"1-3",3.44,180,-0.287640449438202
"Inverell",1,3.7276404494382,"4-6",3.6135593220339,177,-0.114081127404304
"Inverell",1,3.7276404494382,"7+",4.01534653465347,202,0.287706085215263
"Ipswich",1,3.49106447791505,"1-3",3.42109404271263,2669,-0.0699704352024186
"Ipswich",1,3.49106447791505,"4-6",3.42930501930502,2590,-0.0617594586100259
"Ipswich",1,3.49106447791505,"7+",3.73694244604317,2780,0.24587796812812
"Kalgoorlie",1,3.3215445026178,"1-3",3.07043225806452,1550,-0.251112244553285
"Kalgoorlie",1,3.3215445026178,"4-6",3.19150197628458,1518,-0.130042526333216
"Kalgoorlie",1,3.3215445026178,"7+",3.60758533501896,1582,0.286040832401163
"Kembla Grange",1,3.28117845749672,"1-3",3.21052854122622,2365,-0.0706499162705008
"Kembla Grange",1,3.28117845749672,"4-6",3.18866242038217,2355,-0.0925160371145508
"Kembla Grange",1,3.28117845749672,"7+",3.48608027327071,2342,0.204901815773992
"Kempsey",1,3.63267605633803,"1-3",3.21768707482993,147,-0.414988981508096
"Kempsey",1,3.63267605633803,"4-6",3.53409090909091,132,-0.0985851472471189
"Kempsey",1,3.63267605633803,"7+",4.1289156626506,166,0.496239606312574
"Kilcoy",1,3.86020066889632,"1-3",3.70614035087719,114,-0.154060318019128
"Kilcoy",1,3.86020066889632,"4-6",3.73888888888889,108,-0.121311780007432
"Kilcoy",1,3.86020066889632,"7+",4.1912,125,0.330999331103679
"Kilmore",1,3.55287671232877,"1-3",3.18519736842105,304,-0.367679343907714
"Kilmore",1,3.55287671232877,"4-6",3.62793103448276,290,0.0750543221539917
"Kilmore",1,3.55287671232877,"7+",3.73166144200627,319,0.178784729677503
"Kyneton",1,3.71105651105651,"1-3",3.64390756302521,476,-0.067148948031301
"Kyneton",1,3.71105651105651,"4-6",3.70836653386454,502,-0.00268997719196928
"Kyneton",1,3.71105651105651,"7+",3.73927927927928,555,0.028222768222768
"Leeton",1,3.47596439169139,"1-3",2.83109243697479,119,-0.644871954716605
"Leeton",1,3.47596439169139,"4-6",3.46238532110092,109,-0.0135790705904775
"Leeton",1,3.47596439169139,"7+",4.19357798165138,109,0.717613589959982
"Lismore",1,3.71917989417989,"1-3",3.55517799352751,618,-0.164001900652386
"Lismore",1,3.71917989417989,"4-6",3.75025906735751,579,0.031079173177619
"Lismore",1,3.71917989417989,"7+",4.16148738379814,753,0.442307489618247
"Mackay",1,3.53504659289458,"1-3",3.09053133514986,1468,-0.44451525774472
"Mackay",1,3.53504659289458,"4-6",3.54467414155571,1427,0.00962754866112769
"Mackay",1,3.53504659289458,"7+",4.11506849315068,1460,0.580021900256101
"Mildura",1,3.82746645619574,"1-3",3.48996138996139,518,-0.337505066234348
"Mildura",1,3.82746645619574,"4-6",3.7328125,512,-0.0946539561957378
"Mildura",1,3.82746645619574,"7+",4.02849915682968,593,0.201032700633942
"Moonee Valley",1,3.07761304670126,"1-3",2.92886597938144,582,-0.148747067319817
"Moonee Valley",1,3.07761304670126,"4-6",2.98194444444444,576,-0.0956686022568158
"Moonee Valley",1,3.07761304670126,"7+",3.37340067340067,594,0.295787626699413
"Moree",1,3.6158371040724,"1-3",3.63391812865497,171,0.0180810245825724
"Moree",1,3.6158371040724,"4-6",3.53473053892216,167,-0.0811065651502427
"Moree",1,3.6158371040724,"7+",3.50817307692308,208,-0.107664027149321
"Morphettville",1,3.37899953538795,"1-3",3.26838804869052,2711,-0.110611486697431
"Morphettville",1,3.37899953538795,"4-6",3.23552833078101,2612,-0.143471204606941
"Morphettville",1,3.37899953538795,"7+",3.71225459151362,3158,0.333255056125665
"Mortlake",1,3.73023255813954,"1-3",3.43636363636364,44,-0.293868921775899
"Mortlake",1,3.73023255813954,"7+",4,42,0.269767441860465
"Moruya",1,3.22308868501529,"1-3",3.19547325102881,243,-0.027615433986484
"Moruya",1,3.22308868501529,"4-6",2.97877551020408,245,-0.244313174811209
"Moruya",1,3.22308868501529,"7+",3.65919003115265,321,0.436101346137358
"Mount Barker",1,3.37424242424242,"1-3",3.49662921348315,356,0.122386789240722
"Mount Barker",1,3.37424242424242,"4-6",3.45454545454545,363,0.0803030303030305
"Mount Barker",1,3.37424242424242,"7+",3.42345415778252,469,0.0492117335400919
"Mount Gambier",1,3.88319327731092,"1-3",3.71864406779661,59,-0.164549209514314
"Mount Gambier",1,3.88319327731092,"4-6",3.38727272727273,55,-0.495920550038197
"Mount Gambier",1,3.88319327731092,"7+",4.14583333333333,48,0.262640056022409
"Murray Bridge",1,3.89408425455632,"1-3",3.83378176382661,1338,-0.0603024907297121
"Murray Bridge",1,3.89408425455632,"4-6",3.76755485893417,1276,-0.12652939562215
"Murray Bridge",1,3.89408425455632,"7+",4.15437010247137,1659,0.260285847915049
"Murtoa",1,3.66428571428571,"1-3",3.4031746031746,63,-0.261111111111111
"Murtoa",1,3.66428571428571,"4-6",3.64590163934426,61,-0.0183840749414519
"Murtoa",1,3.66428571428571,"7+",3.89770114942529,87,0.233415435139573
"Murwillumbah",1,3.49574712643678,"1-3",3.45540897097625,379,-0.0403381554605282
"Murwillumbah",1,3.49574712643678,"4-6",3.29216216216216,370,-0.203584964274619
"Murwillumbah",1,3.49574712643678,"7+",3.67596153846154,416,0.180214412024757
"Muswellbrook",1,3.95496649292628,"1-3",3.81195608782435,501,-0.143010405101933
"Muswellbrook",1,3.95496649292628,"4-6",3.87942386831276,486,-0.0755426246135271
"Muswellbrook",1,3.95496649292628,"7+",4.24997315436242,745,0.295006661436132
"Narrandera",1,3.7,"1-3",3.50660377358491,106,-0.193396226415095
"Narrandera",1,3.7,"4-6",3.22857142857143,105,-0.471428571428572
"Narrandera",1,3.7,"7+",4.08098591549296,142,0.380985915492958
"Narromine",1,3.65135746606335,"1-3",3.41993355481728,301,-0.231423911246073
"Narromine",1,3.65135746606335,"4-6",3.56336633663366,303,-0.0879911294296849
"Narromine",1,3.65135746606335,"7+",3.90806451612903,496,0.256707050065684
"Newcastle",1,3.54619274241523,"1-3",3.40740549828179,582,-0.138787244133442
"Newcastle",1,3.54619274241523,"4-6",3.43649572649573,585,-0.109697015919502
"Newcastle",1,3.54619274241523,"7+",3.8281906614786,514,0.28199791906337
"Northam",1,3.12010050251256,"1-3",2.95923913043478,184,-0.16086137207778
"Northam",1,3.12010050251256,"4-6",3.3242774566474,173,0.204176954134836
"Northam",1,3.12010050251256,"7+",3.83529411764706,153,0.715193615134496
"Nowra",1,3.37636526410027,"1-3",3.23065217391304,460,-0.145713090187225
"Nowra",1,3.37636526410027,"4-6",3.24295612009238,433,-0.13340914400789
"Nowra",1,3.37636526410027,"7+",3.49928186714542,557,0.122916603045153
"Oakbank",1,3.21621621621622,"1-3",3.6123595505618,89,0.396143334345581
"Oakbank",1,3.21621621621622,"4-6",3.86170212765957,94,0.645485911443358
"Oakbank",1,3.21621621621622,"7+",2.98989898989899,99,-0.226317226317226
"Orange",1,3.54780952380952,"1-3",3.34679802955665,203,-0.201011494252874
"Orange",1,3.54780952380952,"4-6",3.62435233160622,193,0.0765428077966939
"Orange",1,3.54780952380952,"7+",3.94331797235023,217,0.395508448540707
"Pakenham",1,3.59942260715079,"1-3",3.57321624588364,1822,-0.0262063612671439
"Pakenham",1,3.59942260715079,"4-6",3.44488888888889,1800,-0.1545337182619
"Pakenham",1,3.59942260715079,"7+",3.78717592592593,2160,0.187753318775138
"Parkes",1,3.92893835616438,"1-3",3.68829787234043,188,-0.240640483823958
"Parkes",1,3.92893835616438,"4-6",3.70828729281768,181,-0.220651063346704
"Parkes",1,3.92893835616438,"7+",4.24817518248175,274,0.319236826317369
"Penshurst",1,3.64864864864865,"1-3",3.288,50,-0.360648648648649
"Penshurst",1,3.64864864864865,"4-6",3.82363636363636,55,0.174987714987715
"Penshurst",1,3.64864864864865,"7+",3.81162790697674,43,0.162979258328095
"Pinjarra",1,3.68822575413558,"1-3",3.54345210550671,2161,-0.144773648628872
"Pinjarra",1,3.68822575413558,"4-6",3.52549837737599,2157,-0.162727376759597
"Pinjarra",1,3.68822575413558,"7+",3.87486413043478,3680,0.186638376299201
"Port Lincoln",1,3.72557575757576,"1-3",3.71972602739726,365,-0.00584973017849766
"Port Lincoln",1,3.72557575757576,"4-6",3.59283582089552,335,-0.132739936680236
"Port Lincoln",1,3.72557575757576,"7+",3.78024316109423,329,0.0546674035184673
"Port Macquarie",1,3.64508547008547,"1-3",3.79798234552333,793,0.152896875437859
"Port Macquarie",1,3.64508547008547,"4-6",3.64572864321608,796,0.000643173130610464
"Port Macquarie",1,3.64508547008547,"7+",3.59308556611927,1157,-0.051999903966196
"Queanbeyan",1,3.7148097826087,"1-3",3.25545454545455,330,-0.45935523715415
"Queanbeyan",1,3.7148097826087,"4-6",3.58267973856209,306,-0.132130044046604
"Queanbeyan",1,3.7148097826087,"7+",4.5366935483871,248,0.821883765778402
"Quirindi",1,3.69738805970149,"1-3",3.67358490566038,265,-0.023803154041115
"Quirindi",1,3.69738805970149,"4-6",3.7014598540146,274,0.00407179431310611
"Quirindi",1,3.69738805970149,"7+",3.82342995169082,414,0.126041891989329
"Randwick",1,3.225,"1-3",3.2064,1375,-0.0186000000000002
"Randwick",1,3.225,"4-6",3.18199404761905,1344,-0.0430059523809523
"Randwick",1,3.225,"7+",3.38772136953955,1694,0.162721369539551
"Rockhampton",1,3.73110432063673,"1-3",3.37449773169151,3086,-0.356606588945215
"Rockhampton",1,3.73110432063673,"4-6",3.6646490335707,2949,-0.0664552870660233
"Rockhampton",1,3.73110432063673,"7+",4.13838945827233,3415,0.407285137635602
"Rosehill",1,3.29348383786557,"1-3",2.83978102189781,822,-0.453702815967762
"Rosehill",1,3.29348383786557,"4-6",3.07876884422111,796,-0.214714993644467
"Rosehill",1,3.29348383786557,"7+",3.57000955109838,1047,0.276525713232804
"Sale",1,3.68102618920363,"1-3",3.53017591339648,739,-0.150850275807152
"Sale",1,3.68102618920363,"4-6",3.58590277777778,720,-0.0951234114258566
"Sale",1,3.68102618920363,"7+",3.77062363238512,914,0.0895974431814861
"Sandown",1,3.22305194805195,"1-3",3.27768115942029,345,0.0546292113683418
"Sandown",1,3.22305194805195,"4-6",3.19116809116809,351,-0.0318838568838569
"Sandown",1,3.22305194805195,"7+",3.22320574162679,418,0.00015379357484635
"Sapphire Coast",1,3.44814479638009,"1-3",3.04319526627219,507,-0.404949530107901
"Sapphire Coast",1,3.44814479638009,"4-6",3.46239316239316,468,0.0142483660130721
"Sapphire Coast",1,3.44814479638009,"7+",4.15488069414317,461,0.706735897763077
"Scone",1,3.88107177974435,"1-3",3.83721264367816,696,-0.0438591360661849
"Scone",1,3.88107177974435,"4-6",3.70028985507246,690,-0.180781924671882
"Scone",1,3.88107177974435,"7+",4.05118755118755,1221,0.170115771443205
"Seymour",1,3.59864757358791,"1-3",3.46488549618321,393,-0.133762077404701
"Seymour",1,3.59864757358791,"4-6",3.43129770992366,393,-0.167349863664243
"Seymour",1,3.59864757358791,"7+",3.78969465648855,524,0.191047082900642
"St Arnaud",1,2.71086956521739,"1-3",2.91627906976744,43,0.205409504550051
"St Arnaud",1,2.71086956521739,"4-6",2.96279069767442,43,0.251921132457027
"St Arnaud",1,2.71086956521739,"7+",3.09166666666667,36,0.380797101449275
"Stawell",1,3.38818181818182,"1-3",3.27761194029851,134,-0.110569877883311
"Stawell",1,3.38818181818182,"4-6",3.35111111111111,135,-0.0370707070707073
"Stawell",1,3.38818181818182,"7+",3.46363636363636,143,0.0754545454545457
"Stony Creek",1,3.81844106463878,"1-3",3.33243243243243,259,-0.486008632206351
"Stony Creek",1,3.81844106463878,"4-6",4.14586776859504,242,0.327426703956258
"Stony Creek",1,3.81844106463878,"7+",4.11780104712042,191,0.299359982481636
"Strathalbyn",1,3.78524046434494,"1-3",3.95759233926129,731,0.172351874916344
"Strathalbyn",1,3.78524046434494,"4-6",3.73463087248322,745,-0.0506095918617206
"Strathalbyn",1,3.78524046434494,"7+",3.71117788461538,832,-0.0740625797295573
"Sunshine Coast",1,3.4853668182717,"1-3",3.18140545761893,4141,-0.30396136065277
"Sunshine Coast",1,3.4853668182717,"4-6",3.49383527033855,3958,0.00846845206685209
"Sunshine Coast",1,3.4853668182717,"7+",3.8905586477015,4851,0.405191829429802
"Swan Hill",1,3.63852140077821,"1-3",3.76231155778894,199,0.123790157010735
"Swan Hill",1,3.63852140077821,"4-6",3.39484536082474,194,-0.243676039953468
"Swan Hill",1,3.63852140077821,"7+",4.01,270,0.37147859922179
"Tamworth",1,3.69940742924528,"1-3",3.38970065481759,1069,-0.309706774427697
"Tamworth",1,3.69940742924528,"4-6",3.6875329566855,1062,-0.0118744725597844
"Tamworth",1,3.69940742924528,"7+",3.86239206534422,1714,0.162984636098941
"Taree",1,3.54040636042403,"1-3",3.7838329764454,467,0.243426616021368
"Taree",1,3.54040636042403,"4-6",3.43930131004367,458,-0.10110505038036
"Taree",1,3.54040636042403,"7+",3.52995614035088,684,-0.0104502200731513
"Tatura",1,3.84952380952381,"1-3",3.52168674698795,166,-0.327837062535858
"Tatura",1,3.84952380952381,"4-6",4.01077844311377,167,0.161254633589963
"Tatura",1,3.84952380952381,"7+",4.25210526315789,190,0.402581453634085
"Terang",1,4.01529126213592,"1-3",3.52151394422311,502,-0.493777317912815
"Terang",1,4.01529126213592,"4-6",4.13497854077253,466,0.11968727863661
"Terang",1,4.01529126213592,"7+",4.19786910197869,657,0.182577839842769
"Toowoomba",1,3.83822222222222,"1-3",3.906,200,0.0677777777777782
"Toowoomba",1,3.83822222222222,"4-6",3.48071065989848,197,-0.357511562323745
"Toowoomba",1,3.83822222222222,"7+",4.3744966442953,149,0.53627442207308
"Townsville",1,3.5367417677643,"1-3",3.34954990215264,2555,-0.187191865611656
"Townsville",1,3.5367417677643,"4-6",3.39558764540714,2493,-0.141154122357158
"Townsville",1,3.5367417677643,"7+",3.74381121994657,3369,0.207069452182274
"Traralgon",1,3.76160714285714,"1-3",3.05636363636364,55,-0.705243506493507
"Traralgon",1,3.76160714285714,"4-6",3.60980392156863,51,-0.151803221288515
"Traralgon",1,3.76160714285714,"7+",4.21525423728814,59,0.453647094430993
"Tuncurry",1,4.05490463215259,"1-3",3.84682274247492,299,-0.208081889677672
"Tuncurry",1,4.05490463215259,"4-6",3.68374558303887,283,-0.371159049113719
"Tuncurry",1,4.05490463215259,"7+",4.13972911963883,443,0.0848244874862374
